schluessel,laender,arbeitslos.gsamt,arbeitslos.ausld,arbeitslos.bhdt,arbeitslos.15bis20,arbeitslos15bis25,arbeitslos.55bis65,arbeitslos.langzeit
13074071,        Rüting,17,0,-,0,2,5,4
13074072,        Schildetal,26,0,2,1,3,8,9
13074073,        Schlagsdorf,30,0,3,1,4,5,10
13074074,"        Schönberg, Stadt",221,8,7,5,32,42,71
13074075,        Seehof,28,0,1,0,1,11,8
13074076,        Selmsdorf,76,1,8,1,6,18,18
13074077,        Testorf-Steinfort,31,0,1,0,2,10,8
13074078,        Thandorf,5,0,-,0,0,2,2
13074079,        Upahl,52,0,3,1,5,14,12
13074080,        Utecht,10,0,2,0,0,3,2
13074081,        Veelböken,41,1,2,0,3,10,20
13074082,        Ventschow,56,1,4,0,4,14,26
13074083,        Vitense,10,0,2,0,1,1,3
13074084,"        Warin, Stadt",215,2,17,4,13,62,110
13074085,        Warnow,25,0,1,0,2,8,8
13074087,"        Wismar, Hansestadt",2938,151,150,40,283,632,1193
13074088,        Zickhusen,21,0,1,0,2,4,4
13074089,        Zierow,24,0,2,0,1,7,6
13074090,        Zurow,67,1,1,1,4,11,33
13074091,        Züsow,28,0,-,0,0,3,14
13074092,        Wedendorfersee,34,0,1,1,3,7,13
13074093,        Stepenitztal,-,-,-,-,-,-,-
13075,      Landkreis Vorpommern-Greifswald,17492,435,826,205,1490,3796,5480
13075001,        Ahlbeck,45,2,3,1,2,10,13
13075002,        Alt Tellin,21,0,-,0,1,2,6
13075003,        Altwarp,40,2,4,0,2,9,15
13075004,        Altwigshagen,47,0,2,0,1,16,20
13075005,"        Anklam, Stadt",1283,26,42,24,137,273,368
13075006,        Bandelin,48,0,1,0,3,15,11
13075007,        Bargischow,30,0,-,0,2,8,6
13075008,        Behrenhoff,39,0,1,1,4,7,8
13075009,        Bentzin,79,0,7,0,3,13,33
13075010,        Benz,57,0,1,0,6,17,4
13075011,        Bergholz,27,4,3,0,3,5,7
13075012,        Blankensee,39,2,4,1,3,11,14
13075013,        Blesewitz,23,0,-,0,2,6,6
13075014,        Blumenhagen,-,-,-,-,-,-,-
13075015,        Boldekow,63,1,1,1,3,14,18
13075016,        Boock,25,2,-,0,2,6,7
13075017,        Brietzig,14,1,1,0,0,4,5
13075018,        Brünzow,30,0,2,0,1,8,7
13075019,        Buddenhagen,-,-,-,-,-,-,-
13075020,        Bugewitz,22,0,-,0,0,7,7
13075021,        Buggenhagen,24,0,1,1,2,4,3
13075022,        Butzow,18,0,1,0,2,8,6
13075023,        Daberkow,29,0,3,0,2,10,10
13075024,        Damerow,-,-,-,-,-,-,-
13075025,        Dargelin,34,1,2,0,3,6,11
13075026,        Dargen,32,0,1,0,4,10,3
13075027,        Dersekow,60,0,3,1,4,16,11
13075028,        Diedrichshagen,14,1,1,0,1,2,3
13075029,        Ducherow,232,2,9,4,18,56,67
13075030,        Düvier,-,-,-,-,-,-,-
13075031,"        Eggesin, Stadt",400,3,18,3,35,101,132
13075032,        Fahrenwalde,32,0,1,0,3,9,10
13075033,        Ferdinandshof,234,3,17,2,14,58,92
13075034,        Garz,23,1,-,0,1,5,2
13075035,        Glasow,11,0,1,0,1,2,5
13075036,        Görmin,77,1,5,0,4,16,40
13075037,        Grambin,18,0,-,0,0,8,7
13075038,        Grambow,62,9,4,1,3,14,21
13075039,"        Greifswald, Hansestadt",3486,121,172,50,364,594,1372
13075040,        Gribow,9,0,-,0,2,1,1
13075041,        Groß Kiesow,88,1,5,1,5,26,20
13075042,        Groß Luckow,32,0,2,1,3,5,17
13075043,        Groß Polzin,33,1,1,0,2,9,8
13075044,"        Gützkow, Stadt",198,6,5,1,12,40,42
13075045,        Hammer a. d. Uecker,42,0,3,1,1,7,13
13075046,        Hanshagen,49,0,4,0,2,17,16
13075047,        Heinrichsruh,17,1,2,0,0,4,5
13075048,        Heinrichswalde,35,0,3,1,3,5,12
13075049,        Heringsdorf,477,20,23,7,44,118,53
13075050,        Hinrichshagen,29,0,-,1,4,8,9
13075051,        Hintersee,23,0,-,0,0,7,8
13075052,        Hohendorf,-,-,-,-,-,-,-
13075053,        Iven,13,0,-,0,2,4,3
13075054,"        Jarmen, Stadt",273,1,9,2,29,53,108
13075055,        Jatznick,172,2,11,1,8,41,60
13075056,        Kamminke,24,1,1,0,2,4,2
13075057,        Karlsburg,93,1,4,1,9,15,15
13075058,        Karlshagen,186,3,10,1,11,43,32
13075059,        Katzow,35,1,4,0,3,8,10
13075060,        Kemnitz,53,1,2,0,3,17,15
13075061,        Klein Bünzow,54,1,5,0,3,10,14
13075062,        Klein Luckow,-,-,-,-,-,-,-
13075063,        Koblentz,21,1,-,0,1,3,4
13075064,        Kölzin,24,0,-,1,1,6,8
13075065,        Korswandt,30,1,1,0,1,5,5
13075066,        Koserow,71,2,3,0,4,24,8
13075067,        Krackow,55,5,6,0,2,16,28
13075068,        Krien,69,1,-,1,3,16,23
13075069,        Kröslin,84,0,4,0,4,28,17
13075070,        Kruckow,63,0,3,0,3,16,28
13075071,        Krugsdorf,25,0,3,1,2,7,7
13075072,        Krummin,10,0,-,0,0,0,2
13075073,        Krusenfelde,12,0,-,0,0,2,5
13075074,"        Lassan, Stadt",134,0,5,2,9,30,33
13075075,        Leopoldshagen,71,0,1,1,5,12,21
13075076,        Levenhagen,30,0,1,0,2,8,6
13075077,        Liepen,27,1,1,0,1,8,8
13075078,        Liepgarten,41,0,5,0,2,16,13
13075079,        Löcknitz,270,32,15,6,29,51,97
13075080,        Loddin,43,1,1,0,2,11,4
13075081,        Loissin,43,0,1,0,3,14,11
13075082,"        Loitz, Stadt",380,2,18,4,26,97,157
13075083,        Lubmin,68,3,4,0,3,26,28
13075084,        Lübs,24,0,3,0,1,5,5
13075085,        Luckow,52,1,2,1,5,14,17
13075086,        Lühmannsdorf,35,0,2,0,2,12,7
13075087,        Lütow,25,0,-,0,2,5,1
13075088,        Medow,44,1,2,1,3,9,13
13075089,        Meiersberg,37,0,5,1,3,14,15
13075090,        Mellenthin,23,0,-,0,0,5,2
13075091,        Mesekenhagen,54,0,1,1,2,15,17
13075092,        Mölschow,49,1,3,0,2,14,8
13075093,        Mönkebude,35,0,5,0,6,9,7
13075094,        Murchin,56,0,4,0,5,13,12
13075095,        Nadrensee,36,7,2,0,2,6,14
13075096,        Neetzow,62,0,2,0,2,15,19
13075097,        Neu Boltenhagen,48,0,1,0,5,12,13
13075098,        Neu Kosenow,54,0,1,2,3,13,11
13075099,        Neuendorf A,-,-,-,-,-,-,-
13075100,        Neuendorf B,-,-,-,-,-,-,-
13075101,        Neuenkirchen,30,0,-,0,2,7,12
13075102,        Neuenkirchen,71,1,2,1,4,24,15
13075103,        Nieden,8,0,-,0,0,2,2
13075104,        Papendorf,21,0,1,0,2,6,5
13075105,"        Pasewalk, Stadt",929,28,57,11,101,161,278
13075106,        Peenemünde,38,0,1,0,1,10,8
13075107,"        Penkun, Stadt",143,3,8,2,8,35,49
13075108,        Plöwen,14,1,1,0,0,4,2
13075109,        Polzow,9,0,1,0,1,1,2
13075110,        Postlow,38,1,-,1,2,12,14
13075111,        Pudagla,20,0,1,0,0,7,2
13075112,        Putzar,-,-,-,-,-,-,-
13075113,        Ramin,62,6,6,0,2,13,25
13075114,        Rankwitz,36,0,1,0,3,13,4
13075115,        Rollwitz,69,4,6,0,4,18,13
13075116,        Rossin,19,0,1,0,1,6,5
13075117,        Rossow,34,2,2,0,1,11,11
13075118,        Rothemühl,13,0,1,0,0,4,6
13075119,        Rothenklempenow,40,1,2,0,2,10,13
13075120,        Rubenow,56,0,3,1,4,17,16
13075121,        Rubkow,42,0,-,0,3,11,8
13075122,        Sarnow,44,0,3,1,3,11,12
13075123,        Sassen-Trantow,76,0,3,1,3,18,33
13075124,        Sauzin,28,0,2,0,2,6,5
13075125,        Schmatzin,19,0,1,0,2,4,4
13075126,        Schönwalde,48,0,5,0,2,13,14
13075127,        Spantekow,117,2,2,4,10,21,29
13075128,        Stolpe an der Peene,37,1,-,0,2,12,15
13075129,        Stolpe auf Usedom,22,0,-,0,1,7,4
13075130,"        Strasburg, Stadt",596,3,29,6,55,112,257
13075131,"        Torgelow, Stadt",784,31,40,4,71,155,252
13075132,        Torgelow-Holländerei,26,0,1,0,2,11,10
13075133,        Trassenheide,43,0,3,0,1,12,10
13075134,        Tutow,134,5,6,1,9,31,78
13075135,        Ückeritz,47,0,2,0,3,15,4
13075136,"        Ueckermünde, Stadt",793,6,45,9,75,158,273
13075137,"        Usedom, Stadt",117,1,2,2,8,24,16
13075138,        Viereck,71,2,2,0,6,12,19
13075139,        Vogelsang-Warsin,22,0,-,0,1,8,8
13075140,        Völschow,54,0,2,1,5,10,24
13075141,        Wackerow,49,2,2,0,2,9,13
13075142,        Weitenhagen,49,1,3,0,2,22,11
13075143,        Wilhelmsburg,47,0,2,0,2,20,23
13075144,"        Wolgast, Stadt",1155,42,42,17,110,233,299
13075145,        Wrangelsburg,9,0,1,0,0,2,2
13075146,        Wusterhusen,72,1,2,0,7,21,11
13075147,        Zemitz,54,0,4,0,3,16,11
13075148,        Zempin,50,1,1,0,5,18,11
13075149,        Zerrenthin,24,0,2,0,2,6,7
13075150,        Ziethen,33,0,1,1,2,8,8
13075151,        Zinnowitz,206,6,6,2,12,63,25
13075152,        Zirchow,27,1,2,1,2,6,2
13075153,        Züsedom,-,-,-,-,-,-,-
13075154,        Züssow,84,0,8,2,10,16,23
13075155,        Neetzow-Liepen,-,-,-,-,-,-,-
13076,      Landkreis Ludwigslust-Parchim,10090,210,598,137,950,2231,3291
13076001,        Alt Krenzlin,16,0,2,0,0,5,3
13076002,        Alt Zachun,15,0,-,0,1,3,7
13076003,        Balow,10,0,-,0,1,2,-
13076004,        Bandenitz,6,0,1,0,1,2,1
13076005,        Banzkow,91,0,4,1,6,23,21
13076006,        Barkhagen,38,0,3,0,2,11,12
13076007,        Barnin,14,0,1,0,1,3,6
13076008,        Belsch,8,0,-,0,1,3,4
13076009,        Bengerstorf,16,0,-,0,2,3,2
13076010,        Besitz,18,0,1,0,1,4,8
13076011,        Blankenberg,19,0,-,0,2,3,4
13076012,        Blievenstorf,21,1,1,0,1,5,8
13076013,        Bobzin,7,0,1,0,0,2,1
13076014,"        Boizenburg/Elbe, Stadt",500,15,28,10,57,100,182
13076015,        Borkow,27,1,3,0,1,7,12
13076016,        Brahlstorf,27,0,1,0,1,9,11
13076017,        Brenz,23,0,-,0,1,6,6
13076018,        Bresegard bei Eldena,6,0,-,0,0,2,2
13076019,        Bresegard bei Picher,9,0,-,0,0,3,4
13076020,"        Brüel, Stadt",182,0,6,2,10,39,63
13076021,        Brunow,12,0,1,0,0,5,2
13076022,        Buchberg,40,0,1,0,1,10,15
13076023,        Bülow,20,0,1,1,2,7,6
13076024,        Cambs,21,0,2,0,2,5,5
13076025,"        Crivitz, Stadt",243,10,18,3,21,52,71
13076026,        Dabel,79,0,3,1,5,21,32
13076027,        Dambeck,16,0,2,0,1,4,9
13076028,        Damm,18,0,2,0,1,4,2
13076029,        Demen,39,0,2,0,2,13,11
13076030,        Dersenow,8,0,-,0,0,2,3
13076031,        Diestelow,-,-,-,-,-,-,-
13076032,        Dobbertin,45,0,1,0,3,10,12
13076033,        Dobin am See,74,0,5,1,5,16,20
13076034,"        Dömitz, Stadt",159,3,2,2,16,27,44
13076035,        Domsühl,23,0,2,0,3,3,6
13076036,        Dümmer,40,0,4,0,4,10,9
13076037,        Eldena,41,0,2,1,3,8,11
13076038,        Friedrichsruhe,34,1,1,0,1,10,13
13076039,        Gallin,12,0,1,1,2,2,1
13076040,        Gallin-Kuppentin,34,0,1,0,3,6,19
13076041,        Gammelin,17,0,2,0,1,4,7
13076042,        Ganzlin,36,0,-,0,4,10,7
13076043,        Gischow,19,0,1,0,0,2,12
13076044,        Gneven,13,0,1,0,2,3,2
13076045,        Godern,-,-,-,-,-,-,-
13076046,        Göhlen,18,0,1,0,1,7,3
13076048,"        Goldberg, Stadt",276,2,15,3,23,65,114
13076049,        Gorlosen,27,2,1,0,2,6,9
13076050,"        Grabow, Stadt",351,2,17,7,40,76,105
13076051,        Granzin,33,0,2,0,2,7,13
13076052,        Grebbin,-,-,-,-,-,-,-
13076053,        Grebs-Niendorf,25,0,4,0,1,6,12
13076054,        Gresse,18,0,1,0,1,5,5
13076055,        Greven,19,3,2,0,2,3,3
13076056,        Groß Godems,13,0,-,0,1,3,6
13076057,        Groß Krams,11,0,1,0,1,2,3
13076058,        Groß Laasch,33,2,3,0,2,14,7
13076059,        Groß Niendorf,-,-,-,-,-,-,-
13076060,"        Hagenow, Stadt",698,18,32,10,82,108,250
13076061,        Herzberg,-,-,-,-,-,-,-
13076062,        Hohen Pritz,16,1,-,0,1,3,6
13076063,        Holthusen,28,0,2,0,1,4,4
13076064,        Hoort,19,0,1,0,1,6,6
13076065,        Hülseburg,8,0,-,0,0,3,2
13076066,        Karbow-Vietlübbe,24,0,1,0,1,6,3
13076067,        Karenz,9,0,1,0,0,2,4
13076068,        Karrenzin,22,0,3,0,2,7,11
13076069,        Karstädt,30,0,4,0,1,7,8
13076070,        Kirch Jesar,25,0,3,1,3,5,4
13076071,        Klein Rogahn,39,1,4,0,1,8,8
13076072,        Kobrow,15,0,1,0,1,6,6
13076073,        Kogel,17,0,1,0,2,2,4
13076074,        Körchow,16,0,2,0,2,3,3
13076075,        Kreien,25,0,4,0,2,7,12
13076076,        Kremmin,8,1,2,0,0,1,1
13076077,        Kritzow,18,0,-,0,0,2,10
13076078,        Kuhlen-Wendorf,42,1,3,1,4,8,13
13076079,        Kuhstorf,14,0,2,0,0,7,4
13076080,        Langen Brütz,16,0,1,0,1,7,5
13076081,        Langen Jarchow,28,0,1,0,2,3,13
13076082,        Leezen,68,1,10,1,7,23,22
13076083,        Lehsen,7,0,-,0,1,1,-
13076084,        Leussow,7,0,1,1,2,2,2
13076085,        Lewitzrand,54,0,2,1,3,11,19
13076086,        Lübesse,23,0,2,1,2,5,6
13076087,        Lüblow,16,0,1,0,2,5,4
13076088,"        Lübtheen, Stadt",212,4,12,5,32,44,75
13076089,"        Lübz, Stadt",450,5,22,7,46,82,159
13076090,"        Ludwigslust, Stadt",590,28,32,16,84,110,154
13076091,        Lutheran,10,0,-,0,0,4,4
13076092,        Lüttow-Valluhn,20,0,1,0,2,3,5
13076093,        Malk Göhren,21,0,1,0,2,4,6
13076094,        Malliß,82,0,7,4,11,19,22
13076095,        Marnitz,29,0,2,1,2,9,13
13076096,        Mestlin,55,0,2,0,3,8,27
13076097,        Milow,17,0,2,0,1,6,7
13076098,        Möllenbeck,15,0,-,0,1,6,4
13076099,        Moraas,13,0,2,0,2,2,3
13076100,        Muchow,8,0,-,0,1,2,3
13076101,        Mustin,16,0,-,0,2,5,5
13076102,        Neu Gülze,16,0,1,0,1,6,3
13076103,        Neu Kaliß,70,1,3,1,8,16,18
13076104,        Neu Poserin,27,0,2,0,1,6,9
13076105,"        Neustadt-Glewe, Stadt",332,8,20,2,30,74,99
13076106,        Nostorf,9,0,1,0,1,2,1
13076107,        Pampow,84,2,11,2,11,23,23
13076108,"        Parchim, Stadt",1171,69,68,16,118,230,380
13076109,        Passow,32,0,1,1,4,7,13
13076110,        Pätow-Steegen,12,0,1,0,1,3,5
13076111,        Picher,28,0,2,1,6,7,10
13076112,        Pinnow,35,2,4,0,1,18,9
13076113,        Plate,84,0,6,0,5,26,33
13076114,"        Plau am See, Stadt",354,3,15,4,30,72,113
13076115,        Prislich,30,0,4,0,2,9,10
13076116,        Pritzier,16,0,-,0,0,3,6
13076117,        Raben Steinfeld,25,1,2,0,2,12,10
13076118,        Rastow,67,2,6,1,4,15,20
13076119,        Redefin,25,0,2,0,2,6,12
13076120,        Rom,25,1,-,1,2,6,6
13076121,        Schossin,7,0,2,0,0,2,3
13076122,        Schwanheide,26,0,3,1,2,7,11
13076123,        Setzin,17,0,-,1,3,1,4
13076124,        Severin,9,0,-,0,0,3,4
13076125,        Siggelkow,33,0,1,0,1,10,10
13076126,        Spornitz,69,1,6,0,3,18,26
13076127,        Steesow,13,0,2,0,1,2,3
13076128,"        Sternberg, Stadt",320,2,20,2,29,76,115
13076129,        Stolpe,14,0,-,0,0,3,6
13076130,        Stralendorf,54,1,4,2,5,16,16
13076131,        Strohkirchen,13,0,1,0,0,2,5
13076132,        Suckow,27,0,3,1,1,6,12
13076133,        Sukow,42,0,4,0,3,13,12
13076134,        Sülstorf,34,0,4,0,2,13,10
13076135,        Techentin,44,0,1,1,4,9,18
13076136,        Teldau,22,0,2,0,1,6,8
13076137,        Tessenow,31,0,3,0,1,8,13
13076138,        Tessin b. Boizenburg,12,0,-,0,0,5,4
13076139,        Toddin,21,0,2,0,1,7,6
13076140,        Tramm,32,0,2,0,3,8,9
13076141,        Uelitz,9,0,1,0,2,2,1
13076142,        Vellahn,100,0,4,0,10,25,36
13076143,        Vielank,48,1,6,0,2,20,13
13076144,        Wahlstorf,10,0,-,0,0,3,4
13076145,        Warlitz,23,1,1,0,2,2,10
13076146,        Warlow,8,0,-,0,0,1,3
13076147,        Warsow,21,0,2,0,3,7,3
13076148,        Weitendorf,20,0,4,0,0,8,7
13076149,        Wendisch Priborn,35,0,2,0,1,8,7
13076150,        Wendisch Waren,-,-,-,-,-,-,-
13076151,        Werder,15,0,-,0,1,5,8
13076152,"        Wittenburg, Stadt",234,2,19,4,35,44,80
13076153,        Wittendörp,85,0,8,1,5,29,28
13076154,        Wittenförden,51,1,2,0,4,16,16
13076155,        Witzin,34,0,1,0,2,7,8
13076156,        Wöbbelin,38,1,3,0,3,11,14
13076157,        Zahrensdorf,20,0,3,0,2,4,7
13076158,        Zapel,24,1,-,0,1,3,10
13076159,"        Zarrentin am Schaalsee, Stadt",159,3,8,2,19,31,38
13076160,        Ziegendorf,25,1,1,1,3,6,7
13076161,        Zierzow,19,0,2,0,2,7,10
13076162,        Zölkow,32,1,2,0,2,6,15
13076163,        Zülow,6,0,-,0,0,1,-
13076164,        Obere Warnow,46,0,2,0,1,11,21
13076165,        Gehlsbach,-,-,-,-,-,-,-
13076166,        Ganzlin,-,-,-,-,-,-,-
13076167,        Kloster Tempzin,-,-,-,-,-,-,-
14,  Sachsen,200628,9160,10964,2152,16117,49422,73957
141,"    Chemnitz, Regierungsbezirk",-,-,-,-,-,-,-
14161000,"      Chemnitz, Kreisfreie Stadt",-,-,-,-,-,-,-
14166000,"      Plauen, Kreisfreie Stadt",-,-,-,-,-,-,-
14167000,"      Zwickau, Kreisfreie Stadt",-,-,-,-,-,-,-
14171,"      Annaberg, Landkreis",-,-,-,-,-,-,-
14173,"      Chemnitzer Land, Landkreis",-,-,-,-,-,-,-
14177,"      Freiberg, Landkreis",-,-,-,-,-,-,-
14178,      Vogtlandkreis,-,-,-,-,-,-,-
14181,      Mittlerer Erzgebirgskreis,-,-,-,-,-,-,-
14182,"      Mittweida, Landkreis",-,-,-,-,-,-,-
14188,"      Stollberg, Landkreis",-,-,-,-,-,-,-
14191,"      Aue-Schwarzenberg, Landkreis",-,-,-,-,-,-,-
14193,"      Zwickauer Land, Landkreis",-,-,-,-,-,-,-
142,"    Dresden, Regierungsbezirk",-,-,-,-,-,-,-
14262000,"      Dresden, Kreisfreie Stadt",-,-,-,-,-,-,-
14263000,"      Görlitz, Kreisfreie Stadt",-,-,-,-,-,-,-
14264000,"      Hoyerswerda, Kreisfreie Stadt",-,-,-,-,-,-,-
14272,"      Bautzen, Landkreis",-,-,-,-,-,-,-
14280,"      Meißen, Landkreis",-,-,-,-,-,-,-
14284,      Niederschlesischer Oberlausitzkreis,-,-,-,-,-,-,-
14285,"      Riesa-Großenhain, Landkreis",-,-,-,-,-,-,-
14286,"      Löbau-Zittau, Landkreis",-,-,-,-,-,-,-
14287,"      Sächsische Schweiz, Landkreis",-,-,-,-,-,-,-
14290,      Weißeritzkreis,-,-,-,-,-,-,-
14292,"      Kamenz, Landkreis",-,-,-,-,-,-,-
143,"    Leipzig, Regierungsbezirk",-,-,-,-,-,-,-
14365000,"      Leipzig, Kreisfreie Stadt",-,-,-,-,-,-,-
14374,"      Delitzsch, Landkreis",-,-,-,-,-,-,-
14375,"      Döbeln, Landkreis",-,-,-,-,-,-,-
14379,"      Leipziger Land, Landkreis",-,-,-,-,-,-,-
14383,      Muldentalkreis,-,-,-,-,-,-,-
14389,"      Torgau-Oschatz, Landkreis",-,-,-,-,-,-,-
145,"    Chemnitz, NUTS 2-Region",68061,2368,4292,760,5256,18920,24170
14511,"      Chemnitz, Stadt",12612,975,906,165,1057,3139,5045
14521,      Erzgebirgskreis,16600,294,1046,157,1165,4925,5358
14521010,        Amtsberg,126,0,6,1,6,54,38
14521020,"        Annaberg-Buchholz, Stadt",1458,37,102,13,105,335,430
14521030,"        Aue, Stadt",1179,54,73,13,118,263,401
14521040,        Auerbach,104,0,6,2,6,41,33
14521050,        Bad Schlema,272,6,24,2,22,78,100
14521060,        Bärenstein,126,3,11,0,6,49,38
14521070,        Bernsbach,-,-,-,-,-,-,-
14521080,        Bockau,84,0,5,1,5,33,25
14521090,        Börnichen/Erzgeb.,30,0,1,0,1,11,12
14521100,        Borstendorf,62,1,3,0,5,20,21
14521110,        Breitenbrunn/Erzgeb.,204,2,16,1,15,65,61
14521120,        Burkhardtsdorf,200,2,11,2,12,66,56
14521130,        Crottendorf,142,2,12,2,12,52,33
14521140,        Deutschneudorf,47,2,3,0,1,17,14
14521150,        Drebach,222,4,12,1,9,68,67
14521160,"        Ehrenfriedersdorf, Stadt",247,7,17,4,15,55,86
14521170,"        Eibenstock, Stadt",469,1,40,4,28,151,168
14521180,"        Elterlein, Stadt",107,0,11,0,6,43,33
14521190,        Erlbach-Kirchberg,-,-,-,-,-,-,-
14521200,        Gelenau/Erzgeb.,215,4,12,0,10,68,73
14521210,"        Geyer, Stadt",173,1,12,2,11,54,49
14521220,        Gornau/Erzgeb.,110,1,6,0,7,37,37
14521230,        Gornsdorf,70,1,5,1,6,24,18
14521240,        Großolbersdorf,83,0,2,0,2,37,28
14521250,        Großrückerswalde,133,1,8,2,11,32,47
14521260,"        Grünhain-Beierfeld, Stadt",246,2,14,2,18,76,80
14521270,        Grünhainichen,72,0,3,1,6,16,23
14521280,        Heidersdorf,35,0,2,0,0,13,14
14521290,        Hohndorf,141,2,10,2,8,48,48
14521300,        Hormersdorf,-,-,-,-,-,-,-
14521310,        Jahnsdorf/Erzgeb.,134,2,10,1,8,56,43
14521320,"        Johanngeorgenstadt, Stadt",290,5,9,2,13,82,91
14521330,"        Jöhstadt, Stadt",141,1,11,1,7,40,43
14521340,        Königswalde,67,1,7,1,3,29,23
14521350,"        Lauter/Sa., Stadt",-,-,-,-,-,-,-
14521355,"        Lauter-Bernsbach, Stadt",400,4,26,3,26,116,142
14521360,"        Lengefeld, Stadt",161,2,10,2,7,50,54
14521370,"        Lößnitz, Stadt",561,17,37,6,46,147,206
14521380,"        Lugau/Erzgeb., Stadt",370,2,23,4,23,120,117
14521390,"        Marienberg, Stadt",797,19,36,10,66,216,243
14521400,        Mildenau,130,0,7,0,10,47,34
14521410,        Neukirchen/Erzgeb.,198,6,13,1,9,68,70
14521420,        Niederdorf,42,1,3,0,3,16,13
14521430,        Niederwürschnitz,113,0,10,1,7,36,34
14521440,"        Oberwiesenthal, Kurort, Stadt",94,2,7,1,6,33,20
14521450,"        Oelsnitz/Erzgeb., Stadt",560,4,30,5,38,148,174
14521460,"        Olbernhau, Stadt",462,7,24,5,36,113,146
14521470,        Pfaffroda,104,2,8,0,7,30,42
14521480,        Pobershau,-,-,-,-,-,-,-
14521490,        Pockau,154,0,7,1,12,38,47
14521495,"        Pockau-Lengefeld, Stadt",-,-,-,-,-,-,-
14521500,        Raschau-Markersbach,240,2,16,2,14,86,82
14521510,"        Scheibenberg, Stadt",99,0,5,2,8,28,27
14521520,"        Schlettau, Stadt",106,1,6,0,9,35,34
14521530,"        Schneeberg, Stadt",866,16,63,9,65,256,313
14521540,        Schönheide,180,1,17,1,9,69,63
14521550,"        Schwarzenberg/Erzgeb., Stadt",1030,14,52,15,96,266,362
14521560,        Sehmatal,224,3,18,2,16,80,66
14521570,"        Seiffen/Erzgeb., Kurort",78,0,4,0,2,28,18
14521580,        Sosa,-,-,-,-,-,-,-
14521590,"        Stollberg/Erzgeb., Stadt",456,7,27,6,36,126,132
14521600,        Stützengrün,108,1,13,1,4,46,37
14521610,        Tannenberg,54,1,7,0,3,22,19
14521620,"        Thalheim/Erzgeb., Stadt",272,4,15,2,21,106,76
14521630,        Thermalbad Wiesenbad,160,1,11,2,10,50,42
14521640,"        Thum, Stadt",208,2,15,1,16,58,62
14521650,        Venusberg,-,-,-,-,-,-,-
14521660,        Waldkirchen/Erzgeb.,-,-,-,-,-,-,-
