"","Schluessel","Name.y","Wahlberechtigte.btw","Wahlbeteiligung.btw","Gueltige.Zweitstimmen.btw","CDU.CSU.btw","SPD.btw","GRUENE.btw","FDP.btw","LINKE.btw","AfD.btw","Sonstige.Parteien.btw"
"5559",6632020,"        Wildeck","4159","76,7","3103","1132","1188","183","105","183","134","178"
"5560",6633001,"        Ahnatal","6616","82,3","5279","1704","1914","596","196","315","362","192"
"5561",6633002,"        Bad Karlshafen","2755","69,5","1857","676","651","123","87","115","133","72"
"5562",6633003,"        Baunatal","21909","73,3","15581","4986","6639","1295","515","931","711","504"
"5563",6633004,"        Breuna","3004","77,4","2234","743","956","153","53","110","121","98"
"5564",6633005,"        Calden","6002","77,9","4496","1421","1820","415","170","246","228","196"
"5565",6633006,"        Bad Emstal","4953","71,6","3439","1099","1318","336","166","211","159","150"
"5566",6633007,"        Espenau","3999","80,1","3107","1073","1122","275","120","178","184","155"
"5567",6633008,"        Fuldabrueck","7406","79,0","5706","1941","2208","441","205","313","392","206"
"5568",6633009,"        Fuldatal","9732","76,9","7257","2498","2686","669","348","429","342","285"
"5569",6633010,"        Grebenstein","4714","76,5","3481","1178","1324","325","108","183","185","178"
"5570",6633011,"        Habichtswald","4155","80,4","3246","1077","1240","345","123","184","162","115"
"5571",6633012,"        Helsa","4624","70,0","3115","1028","1224","210","99","253","184","117"
"5572",6633013,"        Hofgeismar","12142","69,6","8187","2990","3018","582","300","525","435","337"
"5573",6633014,"        Immenhausen","5760","75,9","4226","1255","1656","400","160","260","254","241"
"5574",6633015,"        Kaufungen","10279","76,3","7580","2462","2648","901","261","599","407","302"
"5575",6633016,"        Liebenau, Hess","2678","78,1","2023","664","809","129","88","114","111","108"
"5576",6633017,"        Lohfelden","10636","74,3","7633","2475","3091","598","268","484","351","366"
"5577",6633018,"        Naumburg","4358","74,8","3150","1341","1038","228","120","182","123","118"
"5578",6633019,"        Nieste","1471","78,9","1113","313","510","99","37","70","54","30"
"5579",6633020,"        Niestetal","8551","75,5","6268","2137","2416","558","251","324","356","226"
"5580",6633021,"        Oberweser","2715","76,1","2020","541","949","134","88","126","90","92"
"5581",6633022,"        Reinhardshagen","3756","75,8","2755","960","1038","209","103","174","159","112"
"5582",6633023,"        Schauenburg","8307","80,7","6456","1966","2653","617","219","374","357","270"
"5583",6633024,"        Soehrewald","4017","78,9","3067","737","1456","278","99","200","151","146"
"5584",6633025,"        Trendelburg","4242","73,4","2997","1006","1217","176","131","152","171","144"
"5585",6633026,"        Vellmar","14666","77,2","11027","3990","3917","992","493","632","595","408"
"5586",6633027,"        Wahlsburg","1747","74,1","1270","371","548","90","53","71","80","57"
"5587",6633028,"        Wolfhagen","10414","70,6","7106","2566","2496","644","298","386","376","340"
"5588",6633029,"        Zierenberg","5404","76,8","4014","1272","1501","362","185","242","253","199"
"5589",6634001,"        Borken (Hessen)","10343","73,4","7268","2225","3178","450","241","462","303","409"
"5590",6634002,"        Edermuende","5966","79,7","4613","1286","2019","434","155","269","209","241"
"5591",6634003,"        Felsberg","8576","77,4","6390","1982","2739","529","263","317","286","274"
"5592",6634004,"        Frielendorf","6161","73,4","4356","1435","1748","270","163","236","240","264"
"5593",6634005,"        Fritzlar","11428","75,0","8296","3622","2555","619","322","436","415","327"
"5594",6634006,"        Gilserberg","2559","78,9","1946","781","648","142","99","93","89","94"
"5595",6634007,"        Gudensberg","7290","77,2","5471","1758","2297","450","190","303","241","232"
"5596",6634008,"        Guxhagen","4265","81,5","3376","1127","1271","337","147","182","184","128"
"5597",6634009,"        Homberg (Efze)","11149","70,1","7484","2726","2526","595","369","429","429","410"
"5598",6634010,"        Jesberg","2042","77,7","1533","517","588","112","65","98","73","80"
"5599",6634011,"        Knuellwald","3742","77,7","2797","985","1097","169","112","152","181","101"
"5600",6634012,"        Koerle","2360","82,0","1869","585","738","169","84","108","107","78"
"5601",6634013,"        Malsfeld","3182","78,3","2388","683","957","185","118","124","177","144"
"5602",6634014,"        Melsungen","10620","76,2","7824","2398","2983","675","511","390","533","334"
"5603",6634015,"        Morschen","2804","76,7","2096","601","842","160","157","128","111","97"
"5604",6634016,"        Neuental","2642","78,5","1987","688","745","127","119","99","99","110"
"5605",6634017,"        Neukirchen, Knuell","5861","70,6","4022","1591","1273","248","252","198","250","210"
"5606",6634018,"        Niedenstein","4346","79,2","3347","1024","1366","301","109","224","185","138"
"5607",6634019,"        Oberaula","2667","72,4","1870","838","574","107","84","82","99","86"
"5608",6634020,"        Ottrau","1950","81,3","1531","564","530","71","78","84","116","88"
"5609",6634021,"        Schrecksbach","2629","78,4","1990","714","785","88","76","102","138","87"
"5610",6634022,"        Schwalmstadt","14279","69,2","9571","3544","3288","746","414","524","575","480"
"5611",6634023,"        Schwarzenborn, Knuell","835","75,1","599","280","199","17","32","18","26","27"
"5612",6634024,"        Spangenberg","4908","73,6","3455","1109","1393","253","161","210","171","158"
"5613",6634025,"        Wabern","5882","75,5","4255","1458","1636","341","151","231","209","229"
"5614",6634026,"        Willingshausen","4050","74,2","2924","1026","1089","168","149","122","214","156"
"5615",6634027,"        Bad Zwesten","3099","77,6","2333","822","787","277","86","137","107","117"
"5616",6635001,"        Allendorf (Eder)","4185","66,7","2722","1114","910","180","109","133","149","127"
"5617",6635002,"        Bad Arolsen","12528","69,9","8541","3677","2578","709","414","467","385","311"
"5618",6635003,"        Bad Wildungen","13648","67,1","8885","3639","2602","753","560","502","500","329"
"5619",6635004,"        Battenberg (Eder)","4310","69,5","2924","1173","923","223","170","133","167","135"
"5620",6635005,"        Bromskirchen","1428","67,9","942","374","293","70","66","47","48","44"
"5621",6635006,"        Burgwald","3930","75,1","2858","1218","927","199","121","136","142","115"
"5622",6635007,"        Diemelsee","3973","77,5","2977","1125","978","183","280","129","127","155"
"5623",6635008,"        Diemelstadt","4176","72,6","2934","1096","1092","209","146","153","111","127"
"5624",6635009,"        Edertal","5259","79,3","4038","1487","1413","347","230","202","201","158"
"5625",6635010,"        Frankenau","2469","73,9","1757","556","667","165","100","118","73","78"
"5626",6635011,"        Frankenberg (Eder)","14375","68,2","9531","3901","2844","835","462","571","505","413"
"5627",6635012,"        Gemuenden (Wohra)","3081","67,8","2028","849","618","155","107","110","128","61"
"5628",6635013,"        Haina (Kloster)","2988","69,6","2022","692","801","147","104","97","83","98"
"5629",6635014,"        Hatzfeld (Eder)","2471","78,7","1874","653","712","112","106","116","94","81"
"5630",6635015,"        Korbach","18297","66,6","11880","4932","3837","913","637","557","524","480"
"5631",6635016,"        Lichtenfels, Hess","3328","73,9","2383","914","722","208","188","121","140","90"
"5632",6635017,"        Rosenthal, Hess","1743","73,5","1255","549","346","93","93","53","62","59"
"5633",6635018,"        Twistetal","3613","77,7","2713","1178","874","193","164","113","103","88"
"5634",6635019,"        Voehl","4739","75,1","3477","1299","1160","279","217","170","176","176"
"5635",6635020,"        Volkmarsen","5336","72,3","3730","1508","1196","275","155","216","222","158"
"5636",6635021,"        Waldeck, Hess","5725","75,7","4231","1717","1340","318","282","195","230","149"
"5637",6635022,"        Willingen (Upland)","4830","75,3","3566","1678","917","201","429","115","123","103"
"5638",6636001,"        Bad Sooden-Allendorf","6775","71,2","4674","1767","1472","400","186","373","310","166"
"5639",6636002,"        Berkatal","1352","77,3","1016","408","368","62","37","49","74","18"
"5640",6636003,"        Eschwege","16065","68,0","10570","3771","3708","814","483","823","500","471"
"5641",6636004,"        Großalmerode","5492","70,8","3737","1123","1537","231","140","271","242","193"
"5642",6636005,"        Herleshausen","2366","76,5","1740","662","616","105","65","106","94","92"
"5643",6636006,"        Hessisch Lichtenau","9659","71,1","6596","2351","2548","434","236","368","381","278"
"5644",6636007,"        Meinhard","3983","82,3","3152","956","1368","205","162","203","159","99"
"5645",6636008,"        Meißner","2624","80,5","2042","678","844","140","82","122","107","69"
"5646",6636009,"        Neu-Eichenberg","1531","80,2","1196","368","450","165","33","88","47","45"
"5647",6636010,"        Ringgau","2563","78,0","1923","728","733","106","84","102","76","94"
"5648",6636011,"        Sontra","6295","72,2","4405","1554","1806","198","175","257","200","215"
"5649",6636012,"        Waldkappel","3778","74,5","2715","960","1040","171","142","136","157","109"
"5650",6636013,"        Wanfried","3564","76,5","2634","979","994","145","120","165","136","95"
"5651",6636014,"        Wehretal","4220","75,8","3080","1061","1241","192","129","174","146","137"
"5652",6636015,"        Weißenborn b Eschwege","864","79,2","651","198","290","25","26","51","26","35"
"5653",6636016,"        Witzenhausen","12242","74,7","8894","2690","3033","1186","277","622","702","384"
"5654",7111,"      Koblenz, Kreisfreie Stadt","85008","70,6","59246","25379","15596","5668","3404","3524","2705","2970"
"5655",713100007,"        Bad Neuenahr-Ahrweiler, verbandsfr. Gemeinde","21973","76,0","16500","8261","3566","1125","1129","760","1029","630"
"5656",713100070,"        Remagen, verbandsfr. Gemeinde","12328","74,5","9049","3991","2248","800","622","493","493","402"
"5657",713100077,"        Sinzig, verbandsfr. Gemeinde","13267","73,1","9586","4476","2232","881","536","467","509","485"
"5658",713100090,"        Grafschaft, verbandsfr. Gemeinde","8594","80,1","6823","3356","1488","428","482","262","487","320"
"5659",713101,"        Adenau, Verbandsgem.","10650","75,0","7807","4544","1350","376","530","307","352","348"
"5660",713101001,"        Adenau","2225","60,5","992","520","184","37","88","34","67","62"
"5661",713101004,"        Antweiler","435","76,1","274","154","53","12","21","12","11","11"
"5662",713101005,"        Aremberg","181","80,3","112","64","15","8","3","10","3","9"
"5663",713101008,"        Barweiler","323","79,0","212","135","22","6","19","10","10","10"
"5664",713101009,"        Bauler b Barweiler","47","75,0","30","24","-","1","1","2","1","1"
"5665",713101015,"        Dankerath","74","87,0","58","32","6","4","8","-","4","4"
"5666",713101018,"        Dorsel","163","71,8","69","50","8","5","1","-","2","3"
"5667",713101021,"        Eichenbach","57","81,3","39","20","8","2","4","-","5","-"
"5668",713101022,"        Fuchshofen","71","76,3","44","32","7","3","1","-","1","-"
"5669",713101026,"        Harscheid","113","73,9","68","37","16","6","4","-","1","4"
"5670",713101028,"        Herschbroich","214","66,9","113","70","11","3","14","3","3","9"
"5671",713101030,"        Hoffeld, Eifel","246","71,5","141","91","21","4","5","5","9","6"
"5672",713101032,"        Honerath","135","79,8","82","49","13","7","2","6","1","4"
"5673",713101033,"        Huemmel","398","79,7","253","158","31","13","9","15","13","14"
"5674",713101034,"        Insul","401","73,2","243","142","48","16","12","3","11","11"
"5675",713101037,"        Kaltenborn","300","73,3","176","113","30","3","12","5","8","5"
"5676",713101042,"        Kottenborn","121","67,3","70","52","6","6","2","1","-","3"
"5677",713101044,"        Leimbach b Adenau","382","71,2","219","103","59","14","13","4","18","8"
"5678",713101050,"        Meuspath","124","67,9","70","46","9","4","1","3","6","1"
"5679",713101051,"        Muellenbach b Adenau","384","75,1","233","132","43","3","27","12","7","9"
"5680",713101052,"        Muesch","161","80,7","106","68","12","7","5","1","7","6"
"5681",713101058,"        Nuerburg","142","81,5","94","68","10","1","3","2","5","5"
"5682",713101062,"        Ohlenhard","112","72,5","66","32","14","6","4","5","5","-"
"5683",713101065,"        Pomster","138","70,4","79","49","7","3","9","2","5","4"
"5684",713101066,"        Quiddelbach","217","77,8","133","83","23","8","1","9","7","2"
"5685",713101069,"        Reifferscheid","438","73,1","260","159","50","11","16","7","9","8"
"5686",713101072,"        Rodder","189","77,6","127","84","14","7","9","8","2","3"
"5687",713101074,"        Schuld","578","63,0","286","170","55","12","17","13","12","7"
"5688",713101075,"        Senscheid","75","62,5","45","25","3","1","6","3","1","6"
"5689",713101076,"        Sierscheid","68","100,0","55","36","5","6","3","2","1","2"
"5690",713101079,"        Trierscheid","49","95,8","45","42","2","-","1","-","-","-"
"5691",713101082,"        Wershofen","728","73,5","430","240","89","20","25","23","23","10"
"5692",713101083,"        Wiesemscheid","214","73,7","143","88","30","3","5","6","7","4"
"5693",713101084,"        Wimbach","376","70,1","193","124","31","10","15","5","3","5"
